Genesets	sex	Xycopynumber	type_refined	chr10p11	chr10p12	chr10p13	chr10p14	chr10p15	chr10q11	chr10q21	chr10q22	chr10q23	chr10q24	chr10q25	chr10q26	chr11p11	chr11p12	chr11p13	chr11p14	chr11p15	chr11q11	chr11q12	chr11q13	chr11q14	chr11q21	chr11q22	chr11q23	chr11q24	chr11q25	chr12p11	chr12p12	chr12p13	chr12q12	chr12q13	chr12q14	chr12q15	chr12q21	chr12q22	chr12q23	chr12q24	chr13q12	chr13q13	chr13q14	chr13q21	chr13q22	chr13q31	chr13q32	chr13q33	chr13q34	chr14q11	chr14q12	chr14q13	chr14q21	chr14q22	chr14q23	chr14q24	chr14q31	chr14q32	chr15q11	chr15q12	chr15q13	chr15q14	chr15q15	chr15q21	chr15q22	chr15q23	chr15q24	chr15q25	chr15q26	chr16p11	chr16p12	chr16p13	chr16q11	chr16q12	chr16q13	chr16q21	chr16q22	chr16q23	chr16q24	chr17p11	chr17p12	chr17p13	chr17q11	chr17q12	chr17q21	chr17q22	chr17q23	chr17q24	chr17q25	chr18p11	chr18q11	chr18q12	chr18q21	chr18q22	chr18q23	chr19p12	chr19p13	chr19q12	chr19q13	chr1p11	chr1p12	chr1p13	chr1p21	chr1p22	chr1p31	chr1p32	chr1p33	chr1p34	chr1p35	chr1p36	chr1q21	chr1q22	chr1q23	chr1q24	chr1q25	chr1q31	chr1q32	chr1q41	chr1q42	chr1q43	chr1q44	chr20p11	chr20p12	chr20p13	chr20q11	chr20q12	chr20q13	chr21q11	chr21q21	chr21q22	chr22q11	chr22q12	chr22q13	chr2p11	chr2p12	chr2p13	chr2p14	chr2p15	chr2p16	chr2p21	chr2p22	chr2p23	chr2p24	chr2p25	chr2q11	chr2q12	chr2q13	chr2q14	chr2q21	chr2q22	chr2q23	chr2q24	chr2q31	chr2q32	chr2q33	chr2q34	chr2q35	chr2q36	chr2q37	chr3p11	chr3p12	chr3p13	chr3p14	chr3p21	chr3p22	chr3p23	chr3p24	chr3p25	chr3p26	chr3q11	chr3q12	chr3q13	chr3q21	chr3q22	chr3q23	chr3q24	chr3q25	chr3q26	chr3q27	chr3q28	chr3q29	chr4p11	chr4p12	chr4p13	chr4p14	chr4p15	chr4p16	chr4q12	chr4q13	chr4q21	chr4q22	chr4q23	chr4q24	chr4q25	chr4q26	chr4q27	chr4q28	chr4q31	chr4q32	chr4q33	chr4q34	chr4q35	chr5p12	chr5p13	chr5p14	chr5p15	chr5q11	chr5q12	chr5q13	chr5q14	chr5q15	chr5q21	chr5q22	chr5q23	chr5q31	chr5q32	chr5q33	chr5q34	chr5q35	chr6p11	chr6p12	chr6p21	chr6p22	chr6p23	chr6p24	chr6p25	chr6q11	chr6q12	chr6q13	chr6q14	chr6q15	chr6q16	chr6q21	chr6q22	chr6q23	chr6q24	chr6q25	chr6q26	chr6q27	chr7p11	chr7p12	chr7p13	chr7p14	chr7p15	chr7p21	chr7p22	chr7q11	chr7q21	chr7q22	chr7q31	chr7q32	chr7q33	chr7q34	chr7q35	chr7q36	chr8p11	chr8p12	chr8p21	chr8p22	chr8p23	chr8q11	chr8q12	chr8q13	chr8q21	chr8q22	chr8q23	chr8q24	chr9p11	chr9p12	chr9p13	chr9p21	chr9p22	chr9p23	chr9p24	chr9q21	chr9q22	chr9q31	chr9q32	chr9q33	chr9q34	chrXp11	chrXp21	chrXp22	chrXq11	chrXq12	chrXq13	chrXq21	chrXq22	chrXq23	chrXq24	chrXq25	chrXq26	chrXq27	chrXq28	chrYp11	chrYq11
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	male	Male_XY	multiple_myeloma	0.084110138	-0.016363303	0.065866523	0.120341087	0.089838673	-0.027912223	0.065636344	0.106868068	0.014018278	0.110358581	0.000870802	0.046224388	0.035419863	-0.015642818	0.137588103	-0.105793895	-0.004496302	-0.391636124	-0.033379615	0.1288355	0.035866146	0.048422221	-0.01475736	0.012496334	-0.059236376	0.017588643	0.098114421	-0.006003882	0.012417396	0.0262821	0.076102715	0.095354572	0.103549497	-0.000102087	0.164236061	0.07084731	0.142640847	0.088021288	0.043490852	0.062420942	-0.012170348	0.144374886	0.014664713	0.050141781	0.013015778	0.09933987	0.003820824	0.156909041	0.170321384	0.149332234	0.163381205	0.105690167	0.114834449	-0.000163311	0.082793577	-0.05031204	-0.228243769	-0.087898641	0.115746924	0.11051825	0.05635097	0.164698408	0.091251466	0.104141748	0.072451248	0.055547674	0.115768418	0.071533339	0.104337245	0.213329856	0.033979095	0.111868636	0.038225788	0.120261317	0.08762615	0.131958953	0.095397772	-0.049801889	0.100452379	0.159324445	0.029084158	0.039275087	0.070534811	0.109650538	0.038850044	0.142227835	0.087395362	0.043079588	0.011971109	0.025331413	0.023193796	0.044533001	-0.103457047	0.108019608	0.140840916	0.012481412	0.105076968	-0.044699084	0.088171177	0.035587799	0.121535803	0.050406956	0.080008472	-0.019655786	0.154532046	0.144718443	0.061467633	0.01344167	0.155936989	-0.048181614	0.012478295	0.012089342	-0.081437054	0.013169586	0.049530129	0.096309163	-0.041616108	-0.111015341	0.028276204	0.029848923	0.032313421	0.077702979	0.088106245	0.047851467	-0.049602475	0.053209255	0.016984511	0.076985132	0.096021368	0.129190177	0.113402322	-0.017958472	0.106710478	0.183478246	0.216274896	0.110207422	0.105627745	0.096885551	0.090246986	-0.008469817	0.084333454	0.086099717	-0.045307216	0.069624081	0.069452134	0.061961307	0.033253419	0.124033406	-0.071222227	0.081718823	0.065626965	0.071950701	0.043732952	0.08711128	0.046917357	0.0490016	0.069742371	-0.077416347	-0.065185023	0.027598075	0.109686347	0.023250326	-0.009659317	0.077856521	0.105265044	0.054041829	-0.135478902	0.122313566	0.050448461	0.116188714	0.030258994	0.038843872	-0.075293278	0.011885944	0.05566498	0.073357752	-0.004825383	0.104355615	0.102163602	-0.030694206	0.011814858	0.109173552	0.044771438	0.036459918	0.053505771	-0.156813402	0.038929887	-0.040808729	0.016601735	0.070694817	0.071800995	-0.094599732	0.025793601	0.047560492	0.010875561	-0.082943072	0.039985403	0.01811366	0.013144111	0.091783058	0.046346622	-0.344603018	0.056449469	-0.033728018	0.097637986	0.137466153	0.100988431	0.03561372	0.089110171	0.110459767	0.008159765	0.047800347	-0.065787337	0.092708019	0.084022915	0.091483466	0.134526349	-0.096934065	0.146701691	-0.01780902	0.200928748	0.062493774	0.097362035	-0.481594598	-0.031732247	-0.024376314	0.044453237	0.019772166	0.026279702	0.104262284	-0.005669806	-0.03402633	0.057540694	0.064044212	-0.040448022	0.042882452	0.152651856	-0.144485643	0.208666276	0.028633719	0.12021367	-0.031727015	0.150789698	0.083594833	0.031466881	0.116488124	-0.091486169	0.006828572	0.023306293	-0.08944275	-0.254373471	-0.023100123	0.058597615	0.074406106	0.046991467	-0.00067173	-0.174083618	0.076879714	0.047772966	-0.003173708	0.02564088	0.108568477	0.032404249	0.086854311	-0.142777303	-0.249407657	0.112044172	-0.062171608	0.051496961	-0.154203536	0.041457548	0.008213223	0.05573353	0.003711598	0.031858855	0.061637938	0.105411897	0.008212637	-0.294138988	0.004629115	-0.040243778	0.07968683	-0.033419755	-0.007327234	-0.012800449	-0.11339716	0.042285383	-0.080843718	-0.028593175	-0.251958492	0.063165845	-0.18434808	-0.161947149
RVH421_SKIN	male	Male_XY	melanoma	0.073172443	0.011104493	0.062122831	0.09833124	0.090220145	-0.0838304	0.030627295	0.105571641	-0.018832758	0.065218547	0.003889404	0.035450923	0.071156992	0.078712595	0.114010744	-0.034322338	-0.017654723	-0.398637789	-0.005305865	0.158068984	0.162759156	0.171184056	0.047094806	-0.008627718	-0.101890971	-0.034386953	0.114024072	0.029904511	0.007985445	0.056522806	0.091371087	0.128020089	0.087140551	0.022126131	0.255807252	0.064515149	0.116224262	0.087070851	0.046011335	0.072003076	-0.008353612	0.153528408	0.042802761	0.080853051	-0.016809456	0.026107924	0.00352268	0.113414377	0.153067702	0.149372301	0.147377561	0.08896216	0.108937269	0.003776431	0.095962929	-0.199144934	-0.289700558	-0.147494154	0.038306483	0.05554997	0.037389767	0.087641438	0.080350941	0.048282832	0.027088185	0.010085613	0.110696991	0.066720462	0.111693328	0.251564887	0.054387974	0.106815005	0.086837513	0.107741956	0.066216826	0.136343883	0.089256313	-0.036767385	0.060126282	0.134150997	-0.007380509	0.034291419	0.050029104	0.096639649	0.047597098	0.142319746	0.118010119	0.124630503	-0.011772027	0.073129513	-0.016541244	0.070291338	-0.028335072	0.106201133	0.155733445	0.021331832	0.164658868	-0.044308998	0.04281778	0.008401365	0.058358453	0.038946717	0.059564094	-0.055339205	0.11844344	0.125499674	0.031956837	0.031079092	0.179487159	-0.050576835	0.037789106	0.029754533	-0.059004089	0.009265476	0.047044267	0.105111967	-0.004839634	-0.13376528	0.055136745	0.014617343	0.003297691	0.122387466	0.159712661	0.096105808	-0.112725383	0.093679115	-0.000164467	0.03945101	0.093155859	0.14898035	0.119856117	-0.030023941	0.099024325	0.164772731	0.218132121	0.088471608	0.100957968	0.136073686	0.086395538	0.016373806	0.11319047	0.06926649	-0.069474526	0.012645445	0.039755604	0.006107183	-0.059043843	0.087184638	-0.033142437	0.08341563	0.092702414	0.137091256	0.013281398	0.078456607	0.029328978	0.029192486	0.061789476	-0.051266101	-0.069268242	0.021797496	0.086475212	0.049099379	0.011664436	0.071823782	0.094222673	0.101991435	-0.16013607	0.121153169	-0.018129456	0.093228915	0.044439997	0.046918314	-0.024623935	0.034746021	0.033863058	0.078121063	-0.041924972	0.07444367	0.037256648	-0.107050604	-0.047862861	0.071649628	0.071485915	0.039825508	0.101612563	-0.156343423	0.074914942	-0.008203081	0.041645272	0.104442872	0.075991798	-0.063833321	-0.008156069	0.040856403	0.029888532	-0.058671999	0.12234451	0.004245493	0.048202819	0.09502695	0.041280591	-0.322778512	0.047122673	0.042566669	0.098923363	0.121060928	0.126939151	0.023096782	0.092813781	0.098267766	0.032363846	0.053956001	-0.046999306	0.056307966	0.094824754	0.097273507	0.040969061	-0.134048951	0.139698298	0.001273835	0.168315179	0.085185691	0.093207564	-0.388425578	-0.033999834	-0.036396503	0.035072658	0.02139409	-0.02870351	0.07393311	-0.017938571	-0.056115644	0.037149004	0.029362392	-0.112062301	0.011568096	0.121944772	-0.056265858	0.153445736	0.008282361	0.081315287	0.035582064	0.100586963	0.036135685	0.055818452	0.147972429	0.026301429	0.063830887	0.120561086	-0.048788172	-0.302277124	0.057441284	0.123760592	0.121536738	0.078067302	0.049197799	-0.151372366	0.126907619	0.11799589	0.017213235	0.072270515	0.153954828	0.022969238	0.1351228	-0.050154638	-0.079313259	0.065501613	-0.075467932	0.0875309	0.121667476	0.065481419	0.051324242	0.054260513	0.003121499	0.051365214	0.031177	0.099143458	0.006328341	-0.264044944	0.008801523	-0.098643117	0.112629282	-0.033778551	-0.068982675	-0.009417373	-0.137897782	0.034269492	-0.05918343	-0.014437737	-0.273671658	0.10023926	-0.273108309	-0.252626254
TC71_BONE	male	Male_XY	Ewings_sarcoma	0.08902253	0.010155643	0.082693133	0.106194203	0.108018742	-0.035113321	0.061753789	0.122830215	-0.004455872	0.117882778	0.011489005	0.063332931	0.042782091	0.077205335	0.126498224	-0.077680322	-0.017389762	-0.418983202	-0.029750763	0.129693538	0.041526345	0.00271421	-0.030723011	0.005487192	-0.072410216	0.018613494	0.095282	0.001696044	-0.030208385	0.052265554	0.078152618	0.132661949	0.079476597	-0.006910825	0.167933492	0.06906971	0.120329591	0.081216441	0.045194775	0.085640111	-0.021431741	0.135198201	0.030163354	0.086512825	0.040357601	0.118398922	3.43E-05	0.144252411	0.198582659	0.172925474	0.141571194	0.068408318	0.084959912	0.026769731	0.110649263	-0.058369645	-0.265985913	-0.100899811	0.105479912	0.111533022	0.046726578	0.15366623	0.094753233	0.088189478	0.073156985	0.082613006	0.103219952	0.059623124	0.114567933	0.26731997	0.010818648	0.093481474	0.088759596	0.130659707	0.05817679	0.121116558	0.055312026	-0.060355097	0.043927207	0.097649494	0.007756645	0.046400161	0.060226034	0.136850919	0.051062455	0.176746439	0.101758717	0.064484739	-0.018452173	0.044772751	-0.028056867	-0.001542694	-0.170453584	0.112583373	0.156873502	0.004837029	0.133585847	-0.040953125	0.071158879	0.032865303	0.080218093	0.023546056	0.076872194	-0.044661125	0.131127935	0.128065713	0.060171204	0.048474948	0.20725675	-0.055757786	0.022376639	0.02745296	-0.064397099	0.001285963	0.04462719	0.115103919	-0.006273341	-0.141329127	0.046582544	0.049856869	0.029619001	0.095802108	0.101418193	0.058530606	-0.113464336	0.125685062	0.009024583	0.079423305	0.078529564	0.123943347	0.136054826	-0.035644222	0.139042852	0.184921063	0.215620146	0.113858147	0.123772812	0.16227814	0.113010129	0.030306532	0.108902566	0.082820897	-0.07200581	0.051946407	0.059647882	0.037959182	-0.075839238	0.0830047	-0.039813809	0.089544216	0.107851744	0.092030822	-0.003796669	0.079428272	0.033329321	0.038872325	0.057905229	-0.00756422	-0.04033755	0.017274811	0.121156703	0.075101983	0.083921589	0.079306837	0.114065565	0.084625833	-0.119329873	0.126953666	-0.012868239	0.08744977	0.049921751	0.059767604	-0.020315963	0.040663755	0.080465345	0.085367554	-0.124435197	0.0868668	0.087917775	-0.105566258	0.023369257	0.046171197	0.052874868	0.056547	0.064948649	-0.157810975	0.050687471	-0.046652954	0.028901089	0.100346417	0.088342711	-0.059548236	0.03891738	0.054564621	0.024579092	-0.049513773	0.085118162	0.025986387	0.00052333	0.077907267	0.045385001	-0.177568596	0.057212637	0.037009139	0.116878383	0.128229542	0.093413024	-0.005871135	0.09796706	0.093653464	0.012835497	0.028775615	-0.047541985	0.053201791	0.088394309	0.09755323	0.1701488	-0.087954419	0.117770542	-0.020659095	0.133235229	0.070541947	0.078633547	-0.297753104	-0.014017522	-0.002999988	0.067421786	0.037322047	0.025262513	0.085918941	0.018516719	-0.014518149	0.098114884	0.09077696	-0.037386246	0.044481082	0.137507678	-0.11599374	0.188723217	0.03772775	0.093539201	0.021821243	0.11901951	0.052691154	0.042057085	0.11295959	-0.004984608	0.048429844	0.079562562	-0.048338228	-0.268566036	0.079320184	0.077093515	0.079095784	0.054663161	-0.013769743	-0.179406913	0.117780391	0.098620946	0.020777519	0.048302778	0.143822064	0.107035345	0.089598668	-0.162780358	-0.229778728	0.1052358	-0.077638009	0.061910584	-0.100994049	0.003835061	0.032133561	0.036361567	-0.017931309	0.028891047	0.017011384	0.106416338	-0.000457298	-0.239889446	-0.008488996	-0.072937463	0.05166546	-0.015976003	-0.060014449	-0.000908263	-0.128904439	0.056599344	-0.037858305	0.013314341	-0.200280904	0.079453232	-0.248841969	-0.241900826
NCIH28_PLEURA	male	Male_XY	mesothelioma	0.105621512	0.021924116	0.113976441	0.139519161	0.194614296	-0.043817814	0.060014269	0.127570062	-0.038653151	0.1187518	0.030016854	0.057079143	0.025762774	0.045149158	0.085851362	-0.119871497	-0.036546902	-0.414814414	-0.05420351	0.116984837	0.029620748	0.067248221	-0.048194846	0.025657551	-0.08308824	0.009195221	0.078272353	-0.049398745	-0.009412621	0.064341604	0.079353626	0.086305937	0.06987337	-0.010706089	0.120953788	0.065796548	0.131833885	0.087530704	0.048584411	0.07606538	-0.043418316	0.123752683	0.03398633	0.076501505	-0.015152587	0.161922665	-0.033081569	0.05558292	0.099652855	0.075495523	0.065354736	0.023214295	0.040460865	-0.050656046	0.056578462	-0.053696604	-0.150589269	-0.056757312	0.121171049	0.123525771	0.072029729	0.179045971	0.098216785	0.118548508	0.089004497	0.097934846	0.125592641	0.078409946	0.122410648	0.209604863	0.019752083	0.03989462	0.072208956	0.086028537	0.053222716	0.118540313	0.055783303	-0.053155353	0.054941947	0.160328441	0.031628846	0.045060921	0.083429448	0.134346361	0.07642873	0.192190882	0.071923317	0.027247508	-0.029417874	0.012329911	-0.072279265	0.009643014	-0.064214357	0.106882756	0.121786877	0.002839482	0.12186342	-0.029237183	0.068510045	0.035219421	0.081458127	0.035750098	0.092222619	0.029897895	0.148277118	0.105581977	0.0125047	0.06615997	0.223158375	-0.025734574	0.061514762	0.040242798	-0.055765973	0.049695349	0.107710612	0.19044789	-0.002606354	-0.113399588	0.014402207	0.047784016	0.021326617	0.077241117	0.090728981	0.043099624	-0.162381716	0.084221184	0.009904825	0.097648265	0.111399927	0.138200233	0.10595841	-0.056889112	0.117339161	0.165544026	0.172478441	0.082293817	0.115653401	0.104117138	0.10512844	0.041928925	0.137060565	0.096893832	-0.006475917	0.059997954	0.088492688	0.059163815	-0.086421428	0.119148558	-0.047783141	0.081331778	0.056538867	0.087412793	0.040650137	0.124764725	0.059791331	0.070923959	0.070703593	-0.056394002	0.003080734	0.069250722	0.161596074	0.073565087	0.068685312	0.091443779	0.140053822	0.135246387	-0.135060761	0.153961426	-0.015963857	0.115260093	0.044052351	0.043567843	-0.068816469	0.014682	0.044563502	0.097599601	-0.108185135	0.093389029	0.116408996	-0.135430309	-0.021556486	0.029579548	0.033165064	0.038907631	0.035321063	-0.176935494	0.006654797	-0.102367527	-0.021730389	0.009793949	0.039393822	-0.124287371	-0.005993892	-0.004416768	-0.032952506	-0.099332045	0.025488139	-0.037492359	-0.013935763	0.058217017	-0.001898674	-0.311757841	0.057175489	-0.017191149	0.093705432	0.112290871	0.088018271	-0.062245421	0.104834031	0.063672314	0.036021369	0.042726233	-0.07728943	0.096861496	0.102811029	0.130919946	0.114491877	-0.064733312	0.111679527	-0.017607602	0.133080539	0.071751908	0.034015778	-0.299134173	0.009225	-0.013301146	0.054213762	0.072113192	0.030480515	0.069537518	0.000598702	-0.0690911	0.065707505	0.082170688	0.034145037	0.045774737	0.162093483	-0.038267445	0.185630487	0.030279739	0.071014108	-0.014111381	0.13357218	0.098222745	0.019019915	0.128607764	0.016035679	0.074936615	0.125499246	-0.018973481	-0.262023757	0.101507955	0.054505892	0.124150296	0.042840627	-0.019756669	-0.153820271	0.086807817	0.068533346	-0.019933566	0.029169763	0.102923896	0.019654668	0.062906643	-0.109518934	-0.14056408	0.09764269	-0.094635633	0.03895422	-0.11914079	-0.020717245	0.075672892	0.097989271	0.031051196	0.074248693	0.063361992	0.148445313	0.003291295	-0.269530112	-0.008408811	-0.013360398	0.042888785	-0.019604159	-0.090687355	-0.039131859	-0.178867263	0.040172716	0.007169689	0.045451533	-0.175412068	0.10904719	-0.241648887	-0.244061343
RMUGS_OVARY	female	Female_XXhet	ovary	-0.01233568	-0.029282183	-0.008830462	0.083391355	0.106924685	-0.090579026	-0.024347867	0.058773262	-0.03894482	0.054918201	-0.066121097	-6.18E-05	0.07815132	0.061083486	0.15060339	-0.101153336	0.010083918	-0.401838281	-0.027546306	0.165216361	0.041648804	0.0488964	-0.029053507	0.053409283	-0.032577186	0.05072805	0.067062624	-0.019594531	0.035717061	0.011592328	0.08487125	0.109106653	0.085126948	-0.0338271	0.159998349	0.061330645	0.166603679	0.060298641	-0.005020435	0.049963682	-0.077623484	0.153621402	-0.041852507	0.018709284	-0.026611842	0.145745995	0.006237465	0.128050405	0.154556301	0.130736181	0.111423253	0.100148265	0.09992361	0.076670429	0.083278726	-0.174446603	-0.324387039	-0.152640906	0.015661492	0.056528228	0.0213891	0.16185464	0.154961028	0.153693282	0.122321553	0.14966077	0.133347929	0.078795372	0.145041133	0.234534782	0.055950588	0.11531104	0.120645953	0.157404299	0.120776465	0.150602273	0.084227038	-0.0514518	0.038013879	0.178527646	0.021479237	0.06187001	0.059365819	0.091286257	0.04491548	0.184571257	0.091351985	0.022081372	-0.048873326	0.025278346	-0.045624955	0.005217262	-0.102943815	0.081185497	0.168033857	0.066790853	0.074639258	-0.077343993	0.06317471	-0.025570553	0.061514344	0.000826257	0.106055147	0.010241557	0.152835704	0.128392817	0.046975114	0.061043985	0.212230405	-0.031893494	0.008766501	0.047482447	-0.065282793	0.050131704	0.061396294	0.137450208	-0.008222686	-0.166081899	-0.021353358	-0.01103641	0.001013365	0.085910631	0.09667571	0.050238212	-0.175235725	0.017576945	-0.035586837	0.087221454	0.126481688	0.147239855	0.126928726	-0.093645812	0.13789854	0.135842195	0.190173277	0.075576291	0.102106103	0.120656372	0.11714413	0.018540677	0.122366028	0.086860217	-0.053966415	0.00850078	0.084036177	0.028465662	-0.025416981	0.07318412	-0.064920413	0.064336261	0.043015874	0.074959041	0.065349036	0.126073028	0.045405527	0.090085266	-0.047237931	-0.076274422	-0.101546084	-0.018373535	0.068293004	0.013738499	-0.005475238	0.003442747	0.095570413	0.028466235	-0.167349624	0.090065485	-0.022832072	0.128733272	0.034036588	0.024638217	-0.056686078	0.01274087	0.011606478	0.076916724	-0.069261161	0.112786646	0.081606649	-0.139643386	0.037927266	0.090981277	0.096364976	0.067188664	0.037730617	-0.164366554	0.067814373	-0.021506387	0.025502906	0.099901189	0.092308369	-0.045306008	0.008567538	0.000338496	0.02043436	-0.063941023	0.100280853	-0.005382535	-0.005613731	0.02338167	0.035330344	-0.306115029	0.063826493	-0.000529001	0.111542642	0.106483249	0.074949635	0.006137916	0.089141524	0.066079723	0.01667222	0.037174581	-0.050588261	0.053679065	0.048150535	0.085706968	0.124542622	-0.041767356	0.137866222	-0.008664549	0.159871171	0.076572457	0.12060995	-0.45811643	-0.052630879	-0.066922472	0.013586136	-0.046177334	-0.069430526	0.02860762	-0.048629478	-0.112511836	0.004166283	0.008747819	-0.12283424	-0.059730665	0.180150214	-0.013014409	0.220255144	0.073635403	0.114221732	0.04628504	0.195290383	0.03898649	-0.044699249	0.066290773	-0.057315641	0.004300422	0.076955662	-0.074470714	-0.247061267	0.010758417	0.032945569	0.065480485	0.050483039	-0.043634784	-0.173577707	0.13011434	0.065943951	-0.013873167	-0.012609807	0.112218407	0.015279322	0.110004357	-0.158083732	-0.141706685	0.067118302	-0.161944473	-0.134355232	-0.343191459	-0.080242793	0.05742634	0.096897784	0.011342978	0.084873772	0.050262506	0.154239546	0.009821769	-0.235730358	0.018347268	-0.162442021	-0.023698162	-0.040333193	-0.093877866	-0.004777019	-0.115042934	0.059642286	-0.094074779	-0.017068086	-0.184973229	0.076628958	-0.270891277	-0.274161752
KLE_ENDOMETRIUM	female	Female_XXhet	endometrium	0.012157375	-0.024367697	0.053206387	0.089982955	0.042206036	-0.111743565	0.013601282	0.105897882	-0.031604058	0.060743741	-0.018216503	0.008181196	0.052773964	0.038275013	0.112943231	-0.155434725	-0.028364388	-0.393810511	-0.040863446	0.117049876	0.049272743	0.012686061	-0.04255159	0.031311355	-0.117785255	-0.054809793	0.112660509	0.040424028	0.001052286	0.021436126	0.102441758	0.062181903	0.073781292	0.001387388	0.126971905	0.066312404	0.142167075	-0.034135289	-0.081226067	-0.050055218	-0.131996701	0.092433629	-0.077550246	-0.026586388	-0.103406797	0.019320194	0.014222424	0.130406868	0.143799759	0.135631825	0.171691537	0.102348132	0.12506943	0.032146058	0.123318026	-0.181125571	-0.363191568	-0.114125015	0.046791374	0.065687504	0.006543443	0.143110471	0.097209139	0.129281564	0.030118237	0.041898466	0.104311935	0.028974212	0.113282213	0.205634704	-0.013542199	0.112813187	0.097887081	0.09787541	0.065249149	0.120262539	0.090378619	-0.094412163	0.044707205	0.12158294	-0.003204785	0.030878627	0.024097376	0.077215317	0.018485947	0.140203303	0.085107287	0.08830018	0.036816301	0.070059833	-0.014968362	0.046516506	-0.131240635	0.099493327	0.226463849	0.050689987	0.079362257	-0.066568563	0.031074858	-0.035506185	0.033296198	0.002633063	0.035786561	-0.036141882	0.180914431	0.184182819	0.119140455	0.065417568	0.214513453	-0.023944255	0.01744354	0.046067956	-0.049353776	0.044866117	0.045803902	0.148743023	0.063330786	-0.114227405	0.045162373	0.07574663	0.066391317	0.128740202	0.085070109	0.081712739	-0.076858694	0.152937457	0.044118861	0.052916155	0.074103752	0.108075921	0.150009699	-0.040514972	0.134721641	0.166466674	0.17890239	0.099728893	0.080524242	0.142810039	0.072576317	-0.008864156	0.092090532	0.077707342	-0.017000773	0.029552747	0.066779427	0.043221007	-0.077398943	0.129552078	-0.039337043	0.056027345	0.089897472	0.065508863	0.061007341	0.136265709	0.021574777	0.043366692	0.031477559	-0.036485828	-0.069205032	-0.002247794	0.089609589	0.012702398	-0.022397302	0.021760579	0.055179975	-0.020249588	-0.144830925	0.142529067	0.008043447	0.147723183	0.058069063	0.060290466	0.033749904	0.030998388	0.043335779	0.093571566	-0.017460996	0.084275044	0.116298851	-0.062730363	0.013215067	0.04051663	0.042202254	0.048131045	0.076476475	-0.139257619	0.065091604	-0.023714724	0.023009117	0.098098913	0.106109414	-0.009709113	0.018047569	0.002774251	0.032570052	-0.023639701	0.048530479	0.021506056	0.017659861	0.074422125	0.039183785	-0.279193985	0.086852736	0.055154957	0.072183378	0.115783839	0.064731511	0.051487473	0.066975075	0.074522901	0.034933826	0.046859714	-0.052618776	0.088483752	0.102456151	0.113943631	0.177772816	-0.077563526	0.139321105	0.005229137	0.146796239	0.076625507	0.140960923	-0.480107294	-0.038982549	-0.00631226	0.040311395	0.00417278	-0.000720213	0.078348097	0.010789997	0.00450664	0.065734148	0.050361225	-0.095024455	0.019533187	0.144859727	-0.010964123	0.256852966	0.06884635	0.085954214	0.076128139	0.111969637	0.089605699	0.039803045	0.126933937	0.0010123	0.101846056	0.096190739	0.000410156	-0.20453779	0.0292374	0.057445217	0.067642002	0.046598167	-0.040169815	-0.192264677	0.065644532	0.021698794	-0.05126065	0.022660247	0.078391987	-0.014336416	0.069434278	-0.242600825	-0.245181031	0.096804302	-0.071266827	0.006979303	-0.075357129	-0.045987387	0.009923953	0.03437933	-0.035954588	-0.000108488	0.025940935	0.106164983	0.058880915	-0.250140836	0.014538752	-0.018377458	0.047916012	-0.008561288	-0.0675531	0.014092292	-0.138769255	0.052807838	-0.05722356	0.013638466	-0.130709254	0.12651423	-0.296562727	-0.303829825
